person,White,Black
Eckhart,1.73720324618,-0.929728671614
Guiel,0.422709344724,-1.28218444066
Patterson,-0.157376927297,-0.756447251994
Peirsol,1.91614437179,-2.51421429402
Peirsol,1.67621103655,-2.2780559446
Peirsol,1.90851688105,-1.87364533911
Peirsol,1.2990556552,-1.40533613558
Pena,0.441401436703,-1.77174635029
Sorkin,0.697239427141,-1.85985361868
Sorkin,0.461610352546,-2.49852970215
Tippin,0.62038775501,-1.16190072851
Eban,-0.0914527694447,-1.73890344946
Kiarostami,0.64171574055,-2.13419240367
Aziz_Al-Hakim,-1.32908595043,-0.188061736155
Madi_Shabneh,-2.06641841866,0.307685638589
Nasser_Assidi,-1.63882894202,-0.800496820968
Nasser_Assidi,-1.68056718426,-1.28012472373
Wade,-1.93078231164,1.99412788185
Wade,-0.603755571734,1.43732959229
Wade,0.561337482385,-1.65627126958
Wade,-1.13271119139,0.963419633179
Kamilov,0.0272483487316,-2.23698157569
Kamilov,-1.82766575102,-1.77643278365
Kamilov,-2.7723496587,-0.940148560345
Kamilov,-2.87332437685,-3.11701360433
Kamilov,-2.16519407701,-0.724083219521
Ahmad_Badawi,1.08339273081,-1.22851478906
al-Attiyah,-0.0401787717277,-0.609713591711
al-Attiyah,0.0164785378461,-0.269649887394
al-Attiyah,-0.208413763851,-1.15219668993
Gul,0.872450390967,-1.40302681993
Gul,-0.576371647599,-1.0392950924
Gul,-0.257445228978,-1.27761630036
Gul,-0.686600576001,-0.921242335706
Gul,0.457262107939,-2.09713063173
Gul,1.67142101576,-0.766259714475
Gul,1.34252865946,-1.60501162233
Gul,-0.697873924905,-0.789971674202
Gul,-0.299752595712,-0.895784475598
Gul,-0.46106650346,-0.753317806799
Gul,0.0775659577032,-0.590710755885
Gul,0.366600632382,-1.10535742026
Gul,1.02109577724,-1.08744485425
Gul,-0.300184040656,-1.68736231351
Gul,-0.497396225813,-1.40026945469
Gul,0.553933751273,-1.26209957
Gul,1.70867412796,-0.53565273794
Gul,-0.712493892012,-1.30085083503
Nasseef,0.807358958487,-2.68864219286
Sener,-0.850693113658,-0.904234025978
Sener,0.490822686608,-1.7218975438
Majeed_Shobokshi,-0.404930049465,-0.223845865675
Rahman,-0.745511881634,-0.95323997354
Aguilar,1.08564850533,-2.00071970966
Pacheco,1.35471394927,-2.17608689302
Pacheco,0.151581787767,-1.17670305911
Pacheco,1.26077668965,-3.05948395083
Pacheco,-0.035145522452,-0.00867292067571
Hamid_Mahmud_Al-Tikriti,2.43112834005,-1.97863822347
Hamid_Mahmud_Al-Tikriti,1.57560634019,-1.68414761676
Martinez,-0.147420248921,0.00885749337238
Foxman,0.498856997742,-1.77876226837
Har-Even,0.956929545979,-1.61529807294
Ant,1.82902562321,-2.2106781036
Freier,0.804975517398,-1.66319939764
Herbert,-0.144132323866,-0.248946610276
Kennedy,1.73014143982,-1.79057118847
Mair,0.765918581068,-2.40773184325
Rich,1.1646987329,-2.55203239176
Sandler,1.60467465635,-2.87815111295
Sandler,-0.005179649439,-0.859115516733
Sandler,0.377536004415,-2.95136029474
Sandler,0.233962179067,-2.3962058449
Scott,-0.314256288616,-2.01751884113
Scott,0.649947323041,-1.6597928916
Al-Jubeir,0.809947199178,-2.2447180136
Al-Jubeir,1.09990619979,-1.84717605029
Al-Jubeir,1.09656012479,-1.68069631593
Avila,-0.267268493136,-2.15529686518
Bodharamik,-0.140994234034,-1.61001025847
Aguilar_Zinser,-1.85134571962,0.727487567278
Aguilar_Zinser,-0.8256062528,0.653224391355
Aguilar_Zinser,-0.578915400512,-0.713648516049
Rodriguez_Saa,-1.11841394292,-0.491993429734
Rodriguez_Saa,-0.667034423369,-0.44191808305
Gopalakarishnan,0.446850354793,-1.99858130535
Lima,0.876993030067,-0.456681897303
Annus,0.995360636705,-1.87538727453
Perez_Navarro,-0.746867233694,0.658827712452
Fernandez,-0.105257723109,-1.8031767922
McPherson,-0.999747193607,-1.30100638115
McPherson,-1.2822357325,1.566471974
Murrell,-1.51434004346,0.945843669215
Nastase,0.599386995671,-2.33742951861
Nastase,1.42946322285,-2.50002358308
Zuzic,0.302871692265,-0.659607045982
Brody,-0.424214767833,-1.34166923685
Brody,0.0688322306377,-2.10388169853
Brody,-0.0849791178122,-2.55877476228
Brody,0.875329131707,-1.87478364741
Brody,0.599907946506,-1.00813620932
Brody,0.43272639892,-2.16013814812
Brody,0.346132885159,-1.54033098949
Brody,-0.462846011517,-1.39093393737
Brody,-0.419891128923,-2.14381094711
Brody,-0.0116112133009,-2.13100822475
Brody,-0.284188279417,-2.33204042435
Brody,-0.425367317059,-2.62156669954
Smith,0.135350335741,-1.98184950874
Darego,-1.62041778049,1.33043951968
Queiroz,0.00283763390034,-0.475613241588
Bruckner,0.95558538972,-1.93384084565
Jbarah,-0.26195012795,-1.4190281414
Masood,0.164842549975,-1.26194877435
Masood,0.131494765772,-2.61395140722
Ahmed,-1.42139094558,-2.19486390579
Chalabi,0.158598458451,-1.45730448511
Chalabi,0.640420120509,-1.75492051488
Chalabi,1.42133302033,-0.694377885067
Chalabi,1.20050793237,-1.59549670255
Chalabi,0.977971089305,-2.07021316996
Ghazi,-0.261279100319,-0.503238909876
Ibrahim_Bilal,-1.07520800716,-1.08311220667
Lopez,0.910793147094,-1.36827202882
Qureia,1.52345381081,-2.11669238002
Demir,0.775742957709,-1.84835490716
Necdet_Sezer,-1.41860571926,0.467993239534
Necdet_Sezer,-1.60096838901,0.4577482607
El_Ouafi,-1.75906190513,-0.4342810095
El_Ouafi,-1.78861365816,-0.109749011055
El_Ouafi,-1.81987297672,-0.280116311885
Quinn,1.42834074115,-1.62811018328
Riggin_Soule,-0.113376891012,0.710705115113
Seppik,0.978215022972,-1.7777508772
Dyer,-1.80986364564,-0.516616993093
Rai,-0.569674013733,-1.67720339563
Sugiyama,-0.517012479242,-1.24435041456
Sugiyama,-1.25551086398,-2.19168169979
Sugiyama,-0.7189216518,-1.18625681154
Sugiyama,-0.171081428796,-1.79401063815
Sugiyama,-0.732663723549,-2.11519950868
Gonzalez,0.355273666275,-1.8583712959
Gonzalez,-0.127282534894,-2.290352486
Smith,-0.477104420595,-0.422836894733
Cook,1.59159997371,-1.04568493968
Agarkar,-0.909881350856,-1.79466629218
Lamas,0.190530027481,-1.44969253971
Al_Baker,-1.62245459576,0.831499795749
Hashemi_Rafsanjani,-0.620578817011,0.46300456158
Hashemi_Rafsanjani,-1.06981651342,0.542500819494
Hashemi_Rafsanjani,-1.41511487518,1.01962899891
Zakayev,0.447965683571,-2.86975354084
Zakayev,0.181157078188,-1.82697623363
Zakayev,0.835088207237,-2.56751506898
Morigami,-0.545964166321,-1.05342124734
Taher,-1.10245892079,-1.36864114545
Cervantes,-0.0739489497013,-0.242813600419
Ducasse,1.01239790311,-2.32822386946
Ball,0.385890297499,-1.50358670805
Ball,0.454259968091,-2.36832032877
Dershowitz,1.50906292478,-1.73702182224
Dreher,0.912742381268,-0.801332006481
Greenspan,-0.0468872083648,-0.927096969563
Greenspan,-0.509358463512,-0.696993528727
Greenspan,-0.219290327482,-0.814767740125
Greenspan,0.0708981184265,-1.46117309702
Greenspan,-0.0100964962135,-1.66798984667
Greer,0.805100473162,-1.8585270245
Morissette,0.550590411797,-0.768159655007
Jackson,0.349422749554,-1.22674518048
Mulally,0.813268463676,-1.74578404196
Mulally,0.944176434776,-1.19848806432
Ubach,0.389512737241,-1.1914146204
Stonecipher,1.52211953829,-1.76298902049
Tang_Kwong-wing,0.042369544537,-0.477725322939
Trammell,0.440986879275,-2.9388161742
Zemaitis,-1.34641623679,-1.01333140182
Campbell,1.90882501388,-2.80949355806
Campbell,0.581209665196,-0.214467487061
Campbell,1.15076111726,-2.72166328402
Campbell,2.15493168226,-2.26266951336
Campbell,0.88967068961,-2.20256174571
Johnston,0.928807769924,-1.603376236
Recoba,0.341253886826,-1.49587808406
Lee,-0.133978233244,-2.07276790026
Brooks,1.31445093053,-1.75280199476
Costa,-0.353508602899,-0.78063750685
Costa,-0.324630807854,-2.42261150162
Costa,-0.181693443689,-2.59617577428
Costa,-0.275051490572,-1.37990622619
Costa,0.00430929922424,-1.62316988725
Costa,-0.225117160903,-1.83093354351
Montanes,0.613089704889,-1.78371454709
Acosta,0.408302465363,-2.4823285211
Fujimori,-0.833600650087,-1.86990244939
Fujimori,-0.751403586148,-0.585828873907
Gonzales,-0.792983096264,-2.29939609497
Ruiz_Gallardon,-0.475344089374,0.57195920239
Ruiz_Gallardon,-0.228606826406,-0.95206333048
Sordi,0.27440345065,-1.71107764019
Pujols,0.207277964278,-0.615863726156
Mentz,0.65739261455,-2.32025145876
Mentz,1.07121205201,-1.37524946626
Cardenas,0.862906231214,-0.716344247137
Davis,0.33071275299,-1.63480779954
Davis,0.874397505774,-1.08643960254
Paredes,0.594171662083,-1.20926470814
Paredes,-0.6251284527,-0.489972468878
Baldwin,1.57735010133,-2.22928218175
Baldwin,0.422470110256,-2.16109812033
Baldwin,0.924528353784,-2.98968340795
Baldwin,2.62277699768,-2.4218973137
Markides,1.5910054817,-2.13455264405
Atchugarry,1.03088017801,-1.80334769833
Atchugarry,1.09972851795,-1.54847545309
Avila,0.0022737525853,-0.849140549857
Avila,-0.348917944031,-1.08269318086
Avila,-0.252387138279,-1.04367787341
Fernandez,-0.656105712647,-2.03469354512
Gonzalez_Inarritu,-1.16278511512,0.0579890010507
Lembo,-0.934071505028,-1.18912734252
Lerner,0.0296383266803,-0.662065124607
Lopez,0.617038911481,-1.18357923825
Toledo,-0.049061812473,-1.90712194336
Toledo,-0.356875367084,-2.6191539029
Toledo,0.987695913413,-0.510456429593
Toledo,-0.778391216378,-1.04668261041
Toledo,-0.0593983506121,-2.13396046535
Toledo,0.37544269768,-1.53387411581
Toledo,-0.510054304403,-2.27180938621
Toledo,-0.517151123375,-1.04993000496
Toledo,0.116271423805,-0.977557891638
Toledo,-0.438082386109,-1.30826477839
Toledo,0.18193465304,-1.42858913691
Toledo,-0.167974450149,-1.30127508266
Toledo,-0.241428703368,-1.8433906007
Toledo,0.480127124226,-2.18003562975
Toledo,-0.426750624601,-0.968930151741
Toledo,-0.912682369325,-2.27133346703
Toledo,-0.277589562965,-1.21003312988
Toledo,-0.408541853501,-2.24935500689
Toledo,-0.0901991942156,-2.52397454429
Toledo,-0.767984526503,-3.10277692367
Toledo,1.15321432175,-2.65083444939
Toledo,0.11125285327,-1.40028682292
Toledo,0.338857008988,-1.98770745393
Toledo,0.588362277025,-1.23585995098
Toledo,-0.689801086255,-2.61007189899
Toledo,-0.910283837849,-1.0877726468
Toledo,-0.991577097452,-1.28327384793
Toledo,0.105108920626,-1.25840449915
Toledo,-1.05930266784,-1.57653215054
Toledo,-0.408422832055,-0.565191041258
Toledo,-0.720105575361,-0.915803775175
Toledo,-0.104246595701,-1.50942785989
Toledo,-0.333264330523,-2.45711348914
Toledo,0.680302036658,-2.50838632684
Toledo,0.141049048801,-2.35846826107
Toledo,-0.332547411128,-1.41653181274
Toledo,0.233316206815,-1.63796215466
Toledo,0.115084854236,-1.6985470385
Kwasniewski,0.850950303614,-0.930447956083
Kwasniewski,1.17013751952,-1.56262600838
Kwasniewski,0.759466148388,-1.40575723359
Kwasniewski,1.3685845981,-2.5879343153
Voloshin,2.35057898052,-2.69659281044
Wek,-0.774980488024,-0.232232745811
Cerna,-0.649353031353,-1.50399907898
Nesta,0.141309939442,-1.93401354325
Loren,0.392975184996,-1.51223684632
Downer,1.75838234074,-2.59583315487
Downer,1.39907474372,-2.26559639342
Downer,1.05819276659,-2.16304057618
Downer,2.28952160967,-2.69196429826
